"SP","CHROM","START","END"
"Aboye","282494",549,26461
"Aboye","106112",6735,10778
"Aboye","278397",14208,16166
"Aboye","276414",23234,27747
"Aboye","283545",34341,38851
"Aboye","274841",27464,39197
"Aboye","277929",23887,34584
"Aboye","286749",18061,24148
"Aboye","278968",107,9130
"Aboye","287663",52910,63978
"Aboye","282537",2618,27274
"Aboye","285813",29485,39705
"Aboye","285830",129,18045
"Aboye","271062",15723,17222
"Aboye","287667",5720,67410
"Aboye","270615",32129,38507
"Aboye","282686",4490,25361
"Aboye","273355",29600,47420
"Aboye","284376",17508,21147
"Aboye","283531",30982,35492
"Aboye","279650",26867,30823
"Aboye","279363",24149,38331
"Aboye","289753",7711,19997
"Aboye","279690",33596,42749
"Aboye","277299",23888,29022
"Aboye","283549",37208,39562
"Aboye","282709",5949,13019
"Aboye","278707",14479,25113
"Aboye","275917",1247,10391
"Aboye","283750",6612,9630
"Aboye","278287",47809,51450
"Aboye","285603",20676,23006
"Aboye","247836",29707,35372
"Aboye","284330",11160,21790
"Aboye","289542",75762,84823
"Aboye","291722",19808,24019
"Aboye","288233",1136,13806
"Aboye","251350",11092,12834
"Aboye","288568",15445,22586
"Aboye","276827",11028,14150
"Aboye","290108",11642,32977
"Aboye","268259",12633,21283
"Aboye","285532",6020,7519
"Aboye","288755",1969,6259
"Aboye","271007",63385,72402
"Aboye","264225",23288,28492
"Aboye","281096",20537,24756
"Aboye","258",55667,62827
"Aboye","282797",13434,18703
"Aboye","276881",1113,14336
"Aboye","278239",13930,19947
"Aboye","291509",36887,42175
"Aboye","274626",4151,6598
"Aboye","279156",16238,24955
"Aboye","279419",9060,25192
"Aboye","281679",25747,32910
"Aboye","289710",14652,23973
"Aboye","275916",3647,9413
"Aboye","286028",9539,17643
"Aboye","282309",17122,26729
"Aboye","291748",13156,41093
"Aboye","275432",462,5990
"Aboye","283759",32117,37352
"Aboye","263002",8211,10492
"Aboye","291180",39667,51576
"Aboye","284362",41110,49443
"Aboye","288454",34935,42645
"Aboye","279955",12681,15547
"Aboye","272688",2200,9620
"Aboye","287364",8463,24454
"Aboye","285595",13083,16241
"Aboye","284223",202,8476
"Aboye","286259",19222,25966
"Aboye","270309",13572,15029
"Aboye","290723",3681,15695
"Aboye","283839",66158,71883
"Aboye","283510",37158,40730
"Aboye","288147",9334,14275
"Aboye","278003",9833,18058
"Aboye","280330",17611,43097
"Aboye","292271",46768,51396
"Aboye","286477",20717,27735
"Aboye","283465",22901,26816
"Aboye","279690",16629,40605
"Aboye","278053",73094,76744
"Aboye","291994",2203,11758
"Aboye","282277",11038,18197
"Aboye","270883",1753,10809
"Aboye","277977",23283,25574
"Aboye","277764",29049,39972
"Aboye","285836",6812,17414
"Aboye","286902",1493,17048
"Aboye","291203",19361,25972
"Aboye","288976",22622,35951
"Aboye","245260",19,2214
"Aboye","291722",69624,78462
"Aboye","285917",11440,21934
"Aboye","289976",27087,29362
"Aboye","275581",4651,7110
"Aboye","281119",16072,25377
"Aboye","274773",24,2838
"Aboye","280137",72453,82747
"Aboye","287533",45327,70038
"Aboye","289145",30167,34968
"Aboye","285038",27942,34538
"Aboye","275143",28434,30416
"Aboye","283035",32611,36366
"Aboye","280194",8404,15312
"Aboye","277585",36111,41710
"Aboye","224546",1543,3564
"Aboye","26755",3963,5297
"Aboye","290493",39706,44999
"Aboye","278325",7107,47206
"Aboye","290552",26621,31122
"Aboye","273195",9036,16331
"Aboye","287906",8624,16702
"Aboye","289288",22938,28254
"Aboye","240901",2032,5393
"Aboye","262104",10082,14370
"Aboye","280240",48162,52932
"Aboye","286781",1923,4101
"Aboye","257533",1113,5937
"Aboye","278552",1558,3823
"Aboye","276894",22601,24103
"Aboye","290567",21789,42730
"Aboye","272358",11889,26104
"Aboye","279071",6041,42967
"Aboye","288872",24,10836
"Aboye","285168",14483,22161
"Aboye","279674",2409,9035
"Aboye","284300",1923,5917
"Aboye","286877",38367,40893
"Aboye","284535",7462,11478
"Aboye","285829",22915,27844
"Aboye","285886",4906,7955
"Aboye","276482",47240,55047
"Aboye","283408",17512,30303
"Aboye","268976",23337,33811
"Aboye","284439",1214,5316
"Aboye","291489",42644,45451
"Aboye","280791",25533,38011
"Aboye","292222",24060,33116
"Aboye","289088",43191,52041
"Aboye","290541",1905,7362
"Aboye","284311",19920,32737
"Aboye","290520",22515,27323
"Aboye","291139",33463,38645
"Aboye","290135",49167,53685
"Aboye","288755",7342,10226
"Aboye","283719",42839,54488
"Aboye","268310",18162,21437
"Aboye","274187",1799,9661
"Aboye","280485",3042,13415
"Aboye","270982",3341,18532
"Aboye","287074",6952,13101
"Aboye","268254",7046,12106
"Aboye","288091",17192,24555
"Aboye","278631",40970,44424
"Aboye","288672",28940,33224
"Aboye","248562",15648,20112
"Aboye","276074",17752,19305
"Aboye","261562",716,6552
"Aboye","288674",6529,10232
"Aboye","288613",26809,29314
"Aboye","241561",1043,2155
"Aboye","291707",42536,46174
"Aboye","291920",26923,32572
"Aboye","291420",2771,24017
"Aboye","291849",27203,30429
"Aboye","277974",525,15214
"Aboye","286853",39672,47210
"Aboye","284873",18538,30694
"Aboye","278479",30550,33036
"Aboye","289212",37932,43638
"Aboye","289510",43607,44866
"Aboye","205975",672,6086
"Aboye","267",398,7297
"Aboye","275557",26026,28206
"Aboye","287198",16275,33954
"Aboye","262971",6603,11504
"Aboye","284296",13320,14910
"Aboye","278968",24718,34611
"Aboye","282992",44766,52407
"Aboye","255587",962,3729
"Aboye","273913",10209,14482
"Aboye","271772",191,6220
"Aboye","281653",8790,10127
"Aboye","288588",20828,24499
"Aboye","284034",18557,23433
"Aboye","287277",22763,29074
"Aboye","284066",37328,43551
"Aboye","280665",53101,57728
"Aboye","282502",57831,59069
"Aboye","287313",36040,43504
"Aboye","269817",4552,11288
"Aboye","276927",4882,6450
"Aboye","283029",7678,12844
"Aboye","277568",29995,35691
"Aboye","291758",42160,45874
"Aboye","258698",1304,2989
"Aboye","273189",77,4820
"Aboye","275298",3613,5275
"Aboye","269807",621,6835
"Aboye","279383",24320,32019
"Aboye","286049",15157,18159
"Aboye","279772",26787,31345
"Aboye","286167",132,4508
"Aboye","288161",75,4596
"Aboye","289664",30425,36206
"Aboye","291160",1944,54043
"Aboye","285501",30498,36147
"Aboye","280240",24082,29627
"Aboye","283003",26464,28644
"Aboye","244833",422,4511
"Aboye","291173",23810,36310
"Aboye","288310",18076,21580
"Aboye","286374",26329,53186
"Aboye","285309",1611,11506
"Aboye","282894",47159,55412
"Aboye","285035",29473,35561
"Aboye","290449",31381,56588
"Aboye","285221",56368,59207
"Aboye","290345",10902,15815
"Aboye","270002",2104,4782
"Aboye","258223",41,2102
"Aboye","287968",27669,29375
"Aboye","277508",19572,43287
"Aboye","281770",23409,35391
"Aboye","282229",14829,22787
"Aboye","268401",5230,12217
"Aboye","264927",38531,51045
"Aboye","285757",37748,47254
"Aboye","282931",6453,12989
"Aboye","288301",10527,19753
"Aboye","287306",40868,56689
"Aboye","263105",784,12247
"Aboye","254529",900,2225
"Aboye","267267",4402,12674
"Aboye","274767",7389,24384
"Aboye","289032",23881,34589
"Aboye","292288",28805,43152
"Aboye","286739",16939,19345
"Aboye","278982",28053,39847
"Aboye","281539",7884,15484
"Aboye","290062",5296,18445
"Aboye","192",36236,39742
"Aboye","280154",31823,44097
"Aboye","286515",5120,13560
"Aboye","283784",18289,28221
"Aboye","288515",12665,14564
"Aboye","274779",35094,36536
"Aboye","289142",16070,28624
"Aboye","277533",17602,21376
"Aboye","265999",11275,19007
"Aboye","268774",1663,5035
"Aboye","285963",2224,3480
"Aboye","279559",10991,18986
"Aboye","265003",14016,15419
"Aboye","267516",2179,13015
"Aboye","289059",3394,11329
"Aboye","267852",880,12672
"Aboye","271522",3009,5824
"Aboye","281584",8430,24004
"Aboye","288161",7046,10502
"Aboye","281768",9458,13445
"Aboye","264666",11968,15714
"Aboye","271798",17920,20992
"Aboye","289383",53810,79669
"Aboye","282325",15533,36674
"Aboye","282951",2816,6167
"Aboye","286042",4233,7894
"Aboye","270722",4264,12976
"Aboye","290743",37021,45069
"Aboye","281656",58858,66696
"Aboye","257781",2240,12263
"Aboye","284688",6922,17512
"Aboye","285013",22186,34572
"Aboye","289770",475,5279
"Aboye","282923",3105,15520
"Aboye","289932",17071,19401
"Aboye","283272",35523,39929
"Aboye","283629",19677,22264
"Aboye","270964",14785,15615
"Aboye","281709",8371,14334
"Aboye","270497",38428,42069
"Aboye","259807",10152,18380
"Aboye","286126",15592,17986
"Aboye","285738",17076,25725
"Aboye","275192",45824,49013
"Aboye","278815",213,4352
"Aboye","261685",1819,3285
"Aboye","277616",3651,13064
"Aboye","279451",22263,28144
"Aboye","286405",33921,39740
"Aboye","285922",27249,28574
"Aboye","280426",32147,36717
"Aboye","286889",28930,38948
"Aboye","233022",3204,7627
"Aboye","234393",7290,8867
"Aboye","285824",9844,17775
"Aboye","289146",432,4433
"Aboye","276358",10450,15483
"Aboye","277298",51004,64938
"Aboye","268802",10885,20757
"Aboye","266357",16493,18719
"Aboye","285013",36824,51992
"Aboye","287462",11411,26646
"Aboye","268043",4987,12016
"Aboye","267714",68685,70159
"Aboye","277542",306,2824
"Aboye","280766",8598,16450
"Aboye","281062",233,9770
"Aboye","260873",897,6934
"Aboye","224056",1929,3499
"Aboye","278800",66548,71804
"Aboye","281768",14487,29979
"Aboye","287833",27269,31570
"Aboye","280828",48102,52909
"Aboye","285758",12576,15293
"Aboye","271062",18698,22983
"Aboye","272585",2913,10243
"Aboye","278799",13323,19220
"Aboye","287846",33538,37295
"Aboye","289789",59296,65279
"Aboye","281082",1003,4778
"Aboye","279488",22566,36892
"Aboye","289339",10730,22832
"Aboye","275690",6349,10878
"Aboye","275028",511,13783
"Aboye","286073",505,11539
"Aboye","263054",1982,7817
"Aboye","254765",360,2903
"Aboye","281055",1555,2790
"Aboye","279681",18382,22732
"Aboye","275169",2156,7964
"Aboye","283827",21661,25910
"Aboye","290602",19710,23921
"Aboye","272311",35990,37147
"Aboye","291367",2899,8915
"Aboye","290897",69957,76427
"Aboye","282674",26580,30201
"Aboye","287174",34928,41881
"Aboye","271015",7270,11952
"Aboye","272116",26277,37769
"Aboye","244366",333,5802
"Aboye","287666",35353,38148
"Aboye","250686",28122,38848
"Aboye","280706",12070,17822
"Aboye","265610",18043,23916
"Aboye","292060",11377,12432
"Aboye","281272",37873,40060
"Aboye","290973",101,2724
"Aboye","286781",45637,51575
"Aboye","278085",7083,11591
"Aboye","284978",17232,23197
"Aboye","277034",16160,18076
"Aboye","279772",14179,24488
"Aboye","282434",17626,54203
"Aboye","277823",43213,49116
"Aboye","272004",14404,20685
"Aboye","260212",948,2003
"Aboye","287587",35991,41634
"Aboye","290213",34868,43146
"Aboye","291744",35028,42322
"Aboye","269273",38591,39833
"Aboye","273540",32138,36325
"Aboye","286831",8095,11099
"Aboye","287117",11852,15716
"Aboye","288705",70982,83490
"Aboye","289662",321,14627
"Aboye","282225",21654,28066
"Aboye","287476",3010,7297
"Aboye","287535",57431,68748
"Aboye","277089",9873,14230
"Aboye","269111",651,2485
"Aboye","290121",27785,37777
"Aboye","287671",22849,24725
"Aboye","271495",7872,11944
"Aboye","275495",2589,8754
"Aboye","289031",7027,21618
"Aboye","288071",22771,34031
"Aboye","154",70186,73729
"Aboye","281587",17211,33500
"Aboye","285239",401,38327
"Aboye","289129",43407,46946
"Aboye","283453",21703,25227
"Aboye","261526",34891,37952
"Aboye","284402",32819,33907
"Aboye","244894",308,2412
"Aboye","281467",11683,17813
"Aboye","275192",3361,5892
"Aboye","291344",51929,57458
"Aboye","272311",22764,26716
"Aboye","286853",4562,10279
"Aboye","288546",6413,11538
"Aboye","234802",3568,6601
"Aboye","284032",20931,26521
"Aboye","282219",14808,23216
"Aboye","286869",19316,26893
"Aboye","259627",20286,24734
"Aboye","289455",20311,22803
"Aboye","288672",34005,36877
"Aboye","235763",2914,4671
"Aboye","274055",14084,15988
"Aboye","202498",72,3753
"Aboye","247836",2663,7021
"Aboye","281245",17,5837
"Aboye","291766",28605,29949
"Aboye","282317",23915,25639
"Aboye","279474",31578,40679
"Aboye","289948",12218,25565
"Aboye","282862",23903,29624
"Aboye","277950",28058,31221
"Aboye","244870",2116,3108
"Aboye","279966",397,3416
"Aboye","285471",15920,21068
"Aboye","291472",294,6792
"Aboye","279321",17841,19763
"Aboye","284984",51046,60768
"Aboye","291514",15228,25420
"Aboye","261761",3546,7667
"Aboye","289330",4114,6345
"Aboye","286361",37819,44275
"Aboye","279414",876,2944
"Aboye","267539",1771,6066
"Aboye","277744",20933,26328
"Aboye","259467",2732,4592
"Aboye","291102",18936,23600
"Aboye","258170",4465,7713
"Aboye","282047",2319,3335
"Aboye","291127",20065,32453
"Aboye","291367",39656,45546
"Aboye","290039",13366,23402
"Aboye","278761",27608,41501
"Aboye","289049",19543,20662
"Aboye","284441",20253,21594
"Aboye","359123",2,2431
"Aboye","278658",31068,33855
"Aboye","273263",26120,27256
"Aboye","285952",14635,26940
"Aboye","282036",24100,27548
"Aboye","268834",4471,9714
"Aboye","278552",4631,10283
"Aboye","282354",11986,15099
"Aboye","221645",2400,11243
"Aboye","282503",36179,39215
"Aboye","283273",33002,45821
"Aboye","280136",10993,24350
"Aboye","271489",823,2480
"Aboye","258147",1074,6672
"Aboye","260083",19533,24734
"Aboye","267516",23128,36687
"Aboye","290841",3215,5094
"Aboye","291912",55601,59715
"Aboye","273403",28395,39964
"Aboye","290370",2529,14366
"Aboye","274159",3242,15161
"Aboye","283033",16435,22243
"Aboye","291629",9040,16698
"Aboye","261847",2083,5834
"Aboye","288683",5576,8616
"Aboye","289589",26998,32462
"Aboye","282975",2220,4765
"Aboye","287107",29411,34297
"Aboye","287695",9842,25023
"Aboye","283269",21102,23463
"Aboye","289674",1944,13728
"Aboye","285555",2527,34392
"Aboye","278311",131,4984
"Aboye","286091",24932,28578
"Aboye","280353",29671,36669
"Aboye","271556",4799,13094
"Aboye","283268",16453,19671
"Aboye","289169",16709,22251
"Aboye","282892",4108,9554
"Aboye","290171",15813,25499
"Aboye","280942",13597,28240
"Aboye","236454",2,1123
"Aboye","286789",4917,11161
"Aboye","291239",29773,31158
"Aboye","289021",73526,76032
"Aboye","289871",15869,20989
"Aboye","287071",94,8141
"Aboye","285323",5467,16204
"Aboye","290269",14951,21268
"Aboye","240871",294,4042
"Aboye","274783",1233,2117
"Aboye","289388",7101,9403
"Aboye","276435",33193,43433
"Aboye","273759",114,3598
"Aboye","289789",51342,55283
"Aboye","277950",38297,45599
"Aboye","279888",7040,12141
"Aboye","289681",8943,16676
"Aboye","271580",9814,21594
"Aboye","284284",34090,37632
"Aboye","282945",30481,37406
"Aboye","285275",527,12403
"Aboye","288926",7639,16243
"Aboye","289348",13094,22025
"Aboye","286781",37711,44371
"Aboye","269045",11628,18646
"Aboye","281418",32030,36069
"Aboye","281443",20460,24110
"Aboye","269317",13738,16028
"Aboye","287825",14689,20484
"Aboye","276432",16982,22106
"Aboye","279794",9817,11157
"Aboye","279075",3801,8223
"Aboye","292297",54505,60229
"Aboye","289321",3042,7923
"Aboye","287225",30219,35615
"Aboye","288429",12480,19124
"Aboye","286030",20146,26576
"Aboye","281897",24099,30535
"Aboye","288546",26732,29909
"Aboye","278892",17956,31234
"Aboye","284934",2660,6294
"Aboye","292062",5305,13987
"Aboye","274037",466,3771
"Aboye","289561",15657,21158
"Aboye","256255",15778,18819
"Aboye","287493",38842,45640
"Aboye","290485",18595,23843
"Aboye","270183",2083,8579
"Aboye","281572",9629,15288
"Aboye","272163",876,5415
"Aboye","245360",727,5484
"Aboye","277647",37762,40751
"Aboye","277659",62116,63366
"Aboye","267517",5175,7039
"Aboye","287555",32604,33737
"Aboye","290431",10582,16923
"Aboye","286896",18615,24855
"Aboye","291943",48889,56786
"Aboye","253",2505,10155
"Aboye","281410",1655,6118
"Aboye","277437",17242,18935
"Aboye","286565",2305,15191
"Aboye","276265",4,11343
"Aboye","288936",17857,30096
"Aboye","282197",11712,33450
"Aboye","284774",28356,29408
"Aboye","288672",24232,27584
"Aboye","205510",3913,7175
"Aboye","287387",17680,23874
"Aboye","292295",740,10753
"Aboye","281018",1377,3508
"Aboye","290308",9825,27240
"Aboye","266118",67,948
"Aboye","281358",8197,11433
"Aboye","277364",14559,20674
"Aboye","273847",193,2739
"Aboye","260624",12398,23779
"Aboye","291766",57792,59500
"Aboye","276372",26693,30186
"Aboye","281565",45779,49844
"Aboye","276463",17901,42602
"Aboye","264927",59329,67817
"Aboye","285863",7294,16563
"Aboye","238868",709,1722
"Aboye","289232",32699,37727
"Aboye","281150",28437,38778
"Aboye","282359",33427,35581
"Aboye","286585",4749,9310
"Aboye","233568",163,3817
"Aboye","287883",28956,32513
"Aboye","256255",24150,28986
"Aboye","285496",27255,37751
"Aboye","285541",27312,60546
"Aboye","286350",17910,24327
"Aboye","288795",24735,25745
"Aboye","291618",70711,77960
"Aboye","282164",16505,17593
"Aboye","291432",4503,8948
"Aboye","281550",26972,28021
"Aboye","289591",65525,66655
"Aboye","274084",2641,17139
"Aboye","279050",84075,101094
"Aboye","288381",34040,36331
"Aboye","289151",42981,47718
"Aboye","291834",24894,36974
"Aboye","283465",1616,5997
"Aboye","288591",5602,6612
"Aboye","278954",7276,12128
"Aboye","282317",27695,31007
"Aboye","288165",39809,42583
"Aboye","277977",29374,30625
"Aboye","275387",30198,34904
"Aboye","245886",629,5388
"Aboye","275709",27359,32338
"Aboye","286566",9462,12188
"Aboye","279096",25695,30045
"Aboye","287250",20769,23084
"Aboye","274055",31195,37230
"Aboye","290006",27943,36611
"Aboye","285733",28820,32046
"Aboye","287275",57198,64058
"Aboye","289138",63370,69107
"Aboye","287584",11929,16117
"Aboye","240519",7533,8660
"Aboye","283113",40647,43203
"Aboye","291280",5815,11758
"Aboye","292193",34905,44998
"Aboye","288030",19408,21377
"Aboye","287156",32711,36357
"Aboye","262989",2274,5048
"Aboye","288911",33112,40419
"Aboye","269790",20,2538
"Aboye","247045",559,20115
"Aboye","284296",4871,6979
"Aboye","244794",1895,2908
"Aboye","279321",29608,39982
"Aboye","265037",478,1665
"Aboye","287291",25599,28362
"Aboye","285130",15494,49904
"Aboye","274050",47482,55581
"Aboye","279473",19378,20457
"Aboye","283582",5329,23994
"Aboye","280341",2112,16996
"Aboye","278824",36199,37311
"Aboye","276002",28158,31335
"Aboye","281299",48140,49597
"Aboye","272059",5514,11953
"Aboye","285172",2466,3910
"Aboye","270182",19860,23583
"Aboye","285757",33270,37305
"Aboye","282208",16229,22728
"Aboye","263225",1585,4627
"Aboye","277270",44465,51902
"Aboye","285034",29753,36455
"Aboye","285984",5414,24388
"Aboye","280993",7891,8916
"Aboye","281095",13326,14785
"Aboye","280580",44152,47368
"Aboye","278136",6310,13683
"Aboye","287464",13753,19518
"Aboye","252846",2037,9186
"Aboye","243188",1342,2989
"Aboye","286414",2700,5035
"Aboye","268109",14653,18122
"Aboye","272326",156,8371
"Aboye","284940",1043,2371
"Aboye","290294",20013,24654
"Aboye","283131",22658,27087
"Aboye","282127",530,6144
"Aboye","124",149,30164
"Aboye","282371",21890,29179
"Aboye","277646",28017,49096
"Aboye","288233",19760,24754
"Aboye","274170",1784,2548
"Aboye","260083",33015,37827
"Aboye","283770",35162,45058
"Aboye","281418",39482,43841
